rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,train/learning_rate,train/explained_variance,train/policy_gradient_loss,train/clip_fraction,train/std,rollout/ep_rew_mean,train/loss,train/n_updates,train/clip_range,time/fps,time/iterations,train/value_loss,train/entropy_loss,train/approx_kl
1000.0,152,389120,0.00025,0.681887686252594,-0.040929076084285046,0.72431640625,0.13051378726959229,772.5279890699999,10.98925495147705,3790,0.2,2546,380,33.890606379508974,3.711088293790817,0.41658598
1000.0,156,399360,0.00025,0.8013219833374023,-0.014990593440597878,0.742578125,0.13076119124889374,803.37499316,18.314905166625977,3890,0.2,2548,390,39.24144300222397,3.705967777967453,0.5775548
1000.0,160,409600,0.00025,0.9834012389183044,0.05273725388688035,0.844140625,0.13070976734161377,820.0142523700001,8.38192367553711,3990,0.2,2548,400,19.15210180282593,3.7059011459350586,1.7492809
1000.0,164,419840,0.00025,0.6914228200912476,0.016039234813069923,0.77236328125,0.13091228902339935,843.6368612800001,13.890727043151855,4090,0.2,2546,410,33.045623648166654,3.6937501430511475,2.0345254
1000.0,169,430080,0.00025,0.9394321441650391,0.0877244273899123,0.8876953125,0.1309734433889389,810.84714263,4.554537773132324,4190,0.2,2540,420,12.951313745975494,3.7005546361207964,5.553324
1000.0,173,440320,0.00025,0.26821672916412354,0.017472012736834585,0.809375,0.1326761096715927,757.6931672599999,4.159875392913818,4290,0.2,2540,430,13.676846170425415,3.6265517443418505,1.0430341
1000.0,177,450560,0.00025,0.9490530490875244,-0.055367283546365796,0.6564453125,0.13392364978790283,778.4924300300002,16.445411682128906,4390,0.2,2539,440,35.15087131857872,3.559753939509392,0.4478595
1000.0,181,460800,0.00025,0.963849663734436,-0.048412348219426346,0.725,0.13193829357624054,813.6517384,10.070226669311523,4490,0.2,2537,450,25.444197010993957,3.63847134411335,0.4845108
1000.0,186,471040,0.00025,0.8391629457473755,-0.01865282970829867,0.71328125,0.13217951357364655,839.07383461,15.256732940673828,4590,0.2,2529,460,45.987748694419864,3.63348745405674,2.7841957
1000.0,190,481280,0.00025,0.8631548881530762,-0.044115046088700184,0.65048828125,0.1326517015695572,852.1410731099999,44.823970794677734,4690,0.2,2527,470,70.67100985050202,3.619336873292923,0.32727242
1000.0,194,491520,0.00025,0.755032479763031,-0.03580148331820965,0.73583984375,0.13175657391548157,877.1866398699999,16.20764923095703,4790,0.2,2530,480,33.9494503736496,3.665268841385841,0.68229234
1000.0,198,501760,0.00025,0.5199741721153259,0.008918643288780004,0.740625,0.1320328414440155,896.29004613,12.392779350280762,4890,0.2,2531,490,26.451262426376342,3.6531068295240403,0.6085917
1000.0,202,512000,0.00025,0.8831237554550171,-0.04431826473446563,0.69326171875,0.1303820013999939,892.8141504600001,17.2058048248291,4990,0.2,2530,500,36.51623603105545,3.7202665507793427,0.43495557
